parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom
z332,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z333,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z334,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z335,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z336,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z337,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z338,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z339,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z340,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z341,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z342,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z343,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z344,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z345,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z346,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z347,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z348,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z349,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z350,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z351,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z352,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z353,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z354,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z355,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z356,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z357,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z358,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z359,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z360,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z361,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z362,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z363,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z364,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z365,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z366,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z367,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z368,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z369,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z370,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z371,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z372,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z373,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z374,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z375,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z376,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z377,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z378,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z379,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z380,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z381,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z382,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z383,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z384,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z385,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z386,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z387,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z388,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z389,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z390,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z391,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z392,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z393,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z394,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z395,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z396,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z397,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z398,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z399,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z400,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z401,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z402,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z403,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z404,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z405,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z406,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z407,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z408,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z409,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z410,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z411,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z412,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z413,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z414,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z415,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z416,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z417,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z418,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z419,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z420,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z421,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z422,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z423,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z424,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z425,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z426,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z427,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z428,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z429,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z430,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z431,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z432,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z433,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z434,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z435,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z436,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z437,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z438,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z439,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z440,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z441,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z442,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z443,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z444,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z445,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z446,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z447,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z448,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z449,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z450,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z451,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z452,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z453,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z454,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z455,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z456,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z457,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z458,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z459,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z460,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z461,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z462,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z463,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z464,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z465,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z466,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z467,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z468,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z469,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z470,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z471,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z472,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z473,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z474,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z475,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z476,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z477,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z478,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z479,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z480,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z481,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z482,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z483,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z484,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z485,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z486,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z487,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z488,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z489,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z490,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z491,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z492,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z493,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z494,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z495,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z496,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z497,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z498,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z499,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z500,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z501,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z502,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z503,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z504,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z505,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z506,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z507,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z508,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z509,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z510,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z511,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z512,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z513,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z514,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z515,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z516,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z517,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z518,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z519,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z520,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z521,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z522,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z523,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z524,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z525,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z526,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z527,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z528,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z529,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z530,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z531,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z532,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z533,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z534,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z535,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z536,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z537,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z538,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z539,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z540,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z541,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z542,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z543,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z544,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z545,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z546,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z547,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z548,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z549,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z550,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z551,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z552,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z553,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z554,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z555,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z556,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z557,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z558,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z559,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z560,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z561,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z562,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z563,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z564,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z565,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z566,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z567,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z568,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z569,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z570,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z571,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z572,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z573,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z574,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z575,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z576,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z577,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z578,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z579,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z580,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z581,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z582,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z583,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z584,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z585,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z586,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z587,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z588,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z589,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z590,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z591,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z592,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z593,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z594,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z595,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z596,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z597,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z598,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z599,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z600,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z601,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z602,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z603,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z604,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z605,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z606,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z607,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z608,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z609,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z610,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z611,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z612,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z613,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z614,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z615,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z616,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z617,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z618,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z619,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z620,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z621,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z622,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z623,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z624,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z625,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z626,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z627,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z628,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z629,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z630,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z631,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z632,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z633,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z634,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z635,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z636,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z637,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z638,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z639,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z640,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z641,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z642,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z643,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z644,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z645,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z646,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z647,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z648,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z649,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z650,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z651,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z652,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z653,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z654,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z655,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z656,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z657,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z658,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z659,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z660,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z661,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z662,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z663,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z664,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z665,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z666,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
z667,none,relative,0.0,-3.0,3.0,z,1.0,0.0,1.0
