iteration,total_runs,obs_realization,par_realization,conc,pconc
0,982,506,506,53842.1,0
0,982,507,507,8526.11,0
0,982,508,508,8711.85,0
0,982,509,509,2438.37,0
0,982,510,510,25539.9,0
0,982,511,511,5935.72,0
0,982,512,512,20389.7,0
0,982,513,513,4969.76,0
0,982,514,514,8158.88,0
0,982,515,515,9346.5,0
0,982,516,516,5214.14,0
0,982,517,517,11562.1,0
0,982,518,518,8867.42,0
0,982,519,519,16342,0
0,982,520,520,6214.33,0
0,982,521,521,4300.1,0
0,982,522,522,7200.83,0
0,982,523,523,53631.2,0
0,982,524,524,10310.4,0
0,982,525,525,55302.9,0
0,982,526,526,5881.64,0
0,982,527,527,22196.3,0
0,982,528,528,29137,0
0,982,529,529,99524.4,0
0,982,530,530,15283.8,0
0,982,531,531,9570.48,0
0,982,532,532,2445.79,0
0,982,533,533,33738.4,0
0,982,534,534,3088.46,0
0,982,535,535,5346.9,0
0,982,536,536,3341.99,0
0,982,537,537,28692.6,0
0,982,538,538,3818.43,0
0,982,539,539,7953.32,0
0,982,540,540,14921.3,0
0,982,541,541,6950.7,0
0,982,542,542,17711.7,0
0,982,543,543,30393.7,0
0,982,544,544,8625.72,0
0,982,545,545,15379.8,0
0,982,546,546,4201.06,0
0,982,547,547,5260.08,0
0,982,548,548,10774.2,0
0,982,549,549,6454.76,0
0,982,550,550,51667.2,0
0,982,551,551,3420.65,0
0,982,552,552,6101.34,0
0,982,553,553,9924.38,0
0,982,554,554,25391.2,0
0,982,555,555,3798.72,0
0,982,556,556,51456.5,0
0,982,557,557,10009.4,0
0,982,558,558,17521.5,0
0,982,559,559,23903.6,0
0,982,560,560,18663.2,0
0,982,561,561,4259.1,0
0,982,562,562,3564.66,0
0,982,563,563,24426,0
0,982,564,564,13432.8,0
0,982,565,565,10754,0
0,982,566,566,69168.9,0
0,982,567,567,13213.9,0
0,982,568,568,13135.8,0
0,982,569,569,23801,0
0,982,570,570,8443.91,0
0,982,571,571,3809.03,0
0,982,572,572,5250.8,0
0,982,573,573,134699,0
0,982,574,574,4560.17,0
0,982,575,575,8392.71,0
0,982,576,576,37986.4,0
0,982,577,577,4156.19,0
0,982,578,578,2803.54,0
0,982,579,579,8426.64,0
0,982,580,580,10358.7,0
0,982,581,581,6540.57,0
0,982,582,582,4645.6,0
0,982,583,583,5268.04,0
0,982,584,584,10753.8,0
0,982,585,585,5551.14,0
0,982,586,586,13273,0
0,982,587,587,4318.01,0
0,982,588,588,2805.85,0
0,982,589,589,7187.25,0
0,982,590,590,3887.46,0
0,982,591,591,7695.08,0
0,982,592,592,7332.02,0
0,982,593,593,3662.16,0
0,982,594,594,25492.5,0
0,982,595,595,5954.21,0
0,982,596,596,3565.37,0
0,982,597,597,35146.8,0
0,982,598,598,25502.4,0
0,982,599,599,4537.13,0
0,982,600,600,8400.38,0
0,982,601,601,50733.5,0
0,982,602,602,19898.1,0
0,982,603,603,5045.34,0
0,982,604,604,21123.3,0
0,982,605,605,4367.19,0
0,982,606,606,10434.6,0
0,982,607,607,3960.09,0
0,982,608,608,11961.6,0
0,982,609,609,20821,0
0,982,610,610,8548.37,0
0,982,611,611,34873.3,0
0,982,612,612,4855.42,0
0,982,613,613,20422,0
0,982,614,614,8438.19,0
0,982,615,615,18396.1,0
0,982,616,616,7753.85,0
0,982,617,617,9128.94,0
0,982,618,618,26801.5,0
0,982,619,619,35334.5,0
0,982,620,620,57266.5,0
0,982,621,621,6051.77,0
0,982,622,622,54266.6,0
0,982,623,623,8053.97,0
0,982,624,624,4951.66,0
0,982,625,625,4684.34,0
0,982,626,626,24924.7,0
0,982,627,627,8946.13,0
0,982,628,628,14086.2,0
0,982,629,629,2521.7,0
0,982,630,630,24006,0
0,982,631,631,7475.96,0
0,982,632,632,30680.7,0
0,982,633,633,5313.5,0
0,982,634,634,22878.4,0
0,982,635,635,7778.45,0
0,982,636,636,42784.3,0
0,982,637,637,20050.9,0
0,982,638,638,58125.1,0
0,982,639,639,16918.6,0
0,982,640,640,16788.6,0
0,982,641,641,7823.41,0
0,982,642,642,23652.5,0
0,982,643,643,42482.9,0
0,982,644,644,50717,0
0,982,645,645,7234.76,0
0,982,646,646,23737.7,0
0,982,647,647,8310.14,0
0,982,648,648,27819,0
0,982,649,649,5520.47,0
0,982,650,650,9179.05,0
0,982,651,651,24784.3,0
0,982,652,652,3533.2,0
0,982,653,653,18318.9,0
0,982,654,654,74812.9,0
0,982,655,655,6725.08,0
0,982,656,656,4527.6,0
0,982,657,657,40317.7,0
0,982,658,658,14744.2,0
0,982,659,659,27680.9,0
0,982,660,660,23653.8,0
0,982,661,661,28779,0
0,982,662,662,9666.52,0
0,982,663,663,28769.2,0
0,982,664,664,5027.35,0
0,982,665,665,22639.2,0
0,982,666,666,6039.77,0
0,982,667,667,8294.26,0
0,982,668,668,9908.28,0
0,982,669,669,38149.9,0
0,982,670,670,26974.2,0
0,982,671,671,6023.35,0
0,982,672,672,39929.2,0
0,982,673,673,10135.9,0
0,982,674,674,25405.8,0
0,982,675,675,34233.3,0
0,982,676,676,4068.18,0
0,982,677,677,7181.28,0
0,982,679,679,25756.5,0
0,982,680,680,17866.9,0
0,982,681,681,42100.6,0
0,982,682,682,39918.1,0
0,982,683,683,13650.6,0
0,982,684,684,2889.91,0
0,982,685,685,98185.3,0
0,982,686,686,3207.26,0
0,982,687,687,9180.25,0
0,982,688,688,3885.58,0
0,982,689,689,12458.8,0
0,982,690,690,43438.2,0
0,982,691,691,9811.34,0
0,982,692,692,21681.7,0
0,982,693,693,6030.75,0
0,982,694,694,21134.6,0
0,982,695,695,9164.9,0
0,982,696,696,13761.9,0
0,982,697,697,22386.1,0
0,982,698,698,8639.84,0
0,982,699,699,5011.27,0
0,982,700,700,3965.6,0
0,982,703,703,15736.5,0
0,982,704,704,32620.4,0
0,982,705,705,10138.7,0
0,982,706,706,10643.5,0
0,982,707,707,5382.7,0
0,982,708,708,5106.1,0
0,982,709,709,33942,0
0,982,710,710,45443.6,0
0,982,711,711,11966.8,0
0,982,712,712,13333.5,0
0,982,713,713,4552.5,0
0,982,714,714,28220.4,0
0,982,715,715,6084.44,0
0,982,716,716,3840.75,0
0,982,717,717,24857.8,0
0,982,718,718,11995.9,0
0,982,719,719,5567.19,0
0,982,720,720,51159.4,0
0,982,721,721,49102.4,0
0,982,722,722,2557.81,0
0,982,723,723,8766.81,0
0,982,725,725,7770.14,0
0,982,726,726,24738,0
0,982,727,727,7184.92,0
0,982,728,728,34552.1,0
0,982,729,729,20916.3,0
0,982,730,730,8303.11,0
0,982,731,731,18965.3,0
0,982,732,732,4515.07,0
0,982,733,733,5607.8,0
0,982,734,734,21597.5,0
0,982,735,735,9714.58,0
0,982,736,736,27483,0
0,982,737,737,15818,0
0,982,738,738,4127.88,0
0,982,739,739,7258.23,0
0,982,740,740,4851.32,0
0,982,742,742,10040.5,0
0,982,743,743,16942.6,0
0,982,744,744,18746.4,0
0,982,745,745,6085.89,0
0,982,746,746,20883.7,0
0,982,747,747,65557.3,0
0,982,748,748,4378.58,0
0,982,749,749,13702.7,0
0,982,750,750,8268.23,0
0,982,751,751,13409.2,0
0,982,752,752,19521.3,0
0,982,753,753,8588.06,0
0,982,754,754,27429,0
0,982,755,755,47943.9,0
0,982,756,756,11113.3,0
0,982,757,757,2981.15,0
0,982,758,758,6121.92,0
0,982,759,759,6312.63,0
0,982,760,760,5490.37,0
0,982,761,761,3948.36,0
0,982,762,762,6394.57,0
0,982,763,763,4382.32,0
0,982,764,764,5444.44,0
0,982,765,765,7528.9,0
0,982,766,766,9598.64,0
0,982,767,767,31066.9,0
0,982,768,768,33980.5,0
0,982,769,769,5099.47,0
0,982,770,770,14796.2,0
0,982,771,771,21988,0
0,982,772,772,14374.1,0
0,982,773,773,108838,0
0,982,774,774,8922.43,0
0,982,775,775,8251.69,0
0,982,776,776,3824.51,0
0,982,777,777,16801.9,0
0,982,778,778,12529.9,0
0,982,779,779,17937.1,0
0,982,780,780,34493,0
0,982,781,781,4633.59,0
0,982,782,782,2090.72,0
0,982,783,783,34355.2,0
0,982,784,784,12864,0
0,982,785,785,30033,0
0,982,786,786,2650.7,0
0,982,787,787,50697.9,0
0,982,788,788,6274.95,0
0,982,789,789,7360.61,0
0,982,790,790,1663.79,0
0,982,791,791,10804.3,0
0,982,792,792,5652.78,0
0,982,793,793,3993.86,0
0,982,794,794,41271.7,0
0,982,795,795,11009.3,0
0,982,796,796,16750.1,0
0,982,797,797,15860.4,0
0,982,798,798,11951.2,0
0,982,799,799,12764.8,0
0,982,800,800,7005.72,0
0,982,801,801,6763.81,0
0,982,802,802,46273.5,0
0,982,803,803,7433.77,0
0,982,804,804,15685.1,0
0,982,805,805,16849.2,0
0,982,806,806,3639.66,0
0,982,807,807,10938,0
0,982,808,808,31996.7,0
0,982,809,809,6282.37,0
0,982,810,810,8839.45,0
0,982,811,811,2638.55,0
0,982,812,812,15143.8,0
0,982,813,813,5843.09,0
0,982,814,814,179049,0
0,982,815,815,4559.33,0
0,982,816,816,2103.12,0
0,982,817,817,4662.55,0
0,982,818,818,32173.9,0
0,982,819,819,5373.18,0
0,982,820,820,10624.6,0
0,982,821,821,33921.3,0
0,982,822,822,58497.5,0
0,982,823,823,8988.84,0
0,982,824,824,47204,0
0,982,825,825,14492.3,0
0,982,826,826,4037.79,0
0,982,827,827,12561.9,0
0,982,828,828,19086.8,0
0,982,829,829,50743,0
0,982,831,831,3272.06,0
0,982,832,832,4218.62,0
0,982,833,833,6227.45,0
0,982,834,834,10211.1,0
0,982,835,835,5843.82,0
0,982,836,836,2398.22,0
0,982,837,837,6560.43,0
0,982,838,838,8993.71,0
0,982,839,839,14214.1,0
0,982,840,840,5364.48,0
0,982,841,841,18717.5,0
0,982,842,842,14051.4,0
0,982,843,843,4591.52,0
0,982,844,844,6705.36,0
0,982,845,845,8095.26,0
0,982,846,846,12042.3,0
0,982,847,847,13399.2,0
0,982,848,848,7043.35,0
0,982,849,849,6210.99,0
0,982,850,850,7889.46,0
0,982,851,851,4025.29,0
0,982,852,852,25230.9,0
0,982,853,853,7014.61,0
0,982,854,854,16061,0
0,982,855,855,9267.21,0
0,982,856,856,32392.5,0
0,982,857,857,28850.9,0
0,982,858,858,17403.8,0
0,982,859,859,10511.1,0
0,982,860,860,46474.1,0
0,982,861,861,8055.89,0
0,982,862,862,22314.4,0
0,982,863,863,44636.4,0
0,982,864,864,10069.9,0
0,982,865,865,7741.54,0
0,982,866,866,15320.5,0
0,982,867,867,9536.29,0
0,982,868,868,19553.9,0
0,982,869,869,8275.64,0
0,982,870,870,27420.1,0
0,982,871,871,23148.2,0
0,982,872,872,11766,0
0,982,873,873,37999,0
0,982,874,874,6098.58,0
0,982,875,875,16218.9,0
0,982,876,876,31521.8,0
0,982,877,877,11229.8,0
0,982,878,878,5203.02,0
0,982,879,879,10347.9,0
0,982,880,880,33334,0
0,982,881,881,4673.21,0
0,982,882,882,5391.56,0
0,982,883,883,2847.41,0
0,982,884,884,53421.5,0
0,982,885,885,11954.5,0
0,982,886,886,32740.3,0
0,982,887,887,2239.71,0
0,982,888,888,7254.16,0
0,982,889,889,5451.08,0
0,982,890,890,7266.3,0
0,982,891,891,18102.1,0
0,982,892,892,4225.2,0
0,982,893,893,9468.29,0
0,982,894,894,48571.7,0
0,982,895,895,8074.52,0
0,982,896,896,103989,0
0,982,897,897,8940.81,0
0,982,898,898,4050.02,0
0,982,899,899,19316,0
0,982,900,900,3331.51,0
0,982,901,901,9228.36,0
0,982,902,902,16472.4,0
0,982,903,903,4391.52,0
0,982,904,904,36038.8,0
0,982,905,905,18053.8,0
0,982,906,906,32870.6,0
0,982,907,907,4637.28,0
0,982,908,908,8145.84,0
0,982,909,909,12836.6,0
0,982,910,910,19463,0
0,982,911,911,7205.58,0
0,982,912,912,5300.42,0
0,982,913,913,14052.4,0
0,982,914,914,13835.9,0
0,982,915,915,23251.2,0
0,982,916,916,11521.3,0
0,982,917,917,9710.78,0
0,982,918,918,13849.6,0
0,982,919,919,36546,0
0,982,920,920,4328.73,0
0,982,921,921,18504.1,0
0,982,922,922,10831,0
0,982,923,923,23956.2,0
0,982,924,924,3332.67,0
0,982,925,925,18158.6,0
0,982,926,926,7619.21,0
0,982,927,927,10105.8,0
0,982,928,928,3579.26,0
0,982,929,929,4025.23,0
0,982,930,930,26747.6,0
0,982,931,931,11688.4,0
0,982,932,932,46904.6,0
0,982,933,933,4365.07,0
0,982,934,934,61645.2,0
0,982,935,935,23121,0
0,982,936,936,7175.13,0
0,982,937,937,2152.31,0
0,982,938,938,17302.7,0
0,982,939,939,8465.19,0
0,982,940,940,3680.02,0
0,982,941,941,12431.9,0
0,982,942,942,11177.9,0
0,982,943,943,16903.5,0
0,982,944,944,7328.31,0
0,982,945,945,11296,0
0,982,946,946,10691.7,0
0,982,947,947,2953.88,0
0,982,948,948,30017.9,0
0,982,949,949,41850.1,0
0,982,950,950,53114.2,0
0,982,951,951,4525.18,0
0,982,952,952,24075,0
0,982,953,953,9927.97,0
0,982,954,954,5515.21,0
0,982,955,955,13686.6,0
0,982,956,956,4533.66,0
0,982,957,957,4035.7,0
0,982,958,958,17155.2,0
0,982,959,959,18453.2,0
0,982,960,960,31698.4,0
0,982,961,961,7543.99,0
0,982,962,962,5829.75,0
0,982,963,963,3656.58,0
0,982,964,964,12196.3,0
0,982,965,965,11625.3,0
0,982,966,966,9388.74,0
0,982,967,967,8685.39,0
0,982,968,968,8840.36,0
0,982,969,969,7148.33,0
0,982,970,970,13772.4,0
0,982,971,971,15352.3,0
0,982,972,972,7381.44,0
0,982,973,973,3492.1,0
0,982,974,974,12594,0
0,982,975,975,3126.49,0
0,982,976,976,42007.1,0
0,982,977,977,13723.4,0
0,982,978,978,31747.6,0
0,982,979,979,67957.3,0
0,982,980,980,13522.6,0
0,982,981,981,21426.9,0
0,982,982,982,10770.5,0
0,982,983,983,14952.6,0
0,982,984,984,8230.08,0
0,982,985,985,4671.64,0
0,982,986,986,27723.8,0
0,982,987,987,106384,0
0,982,988,988,21458.2,0
0,982,989,989,10158.9,0
0,982,990,990,13654.9,0
0,982,991,991,9750.51,0
0,982,992,992,9041.67,0
0,982,993,993,43729,0
0,982,994,994,20185.3,0
0,982,995,995,22069.8,0
0,982,996,996,34663.5,0
0,982,997,997,10061.7,0
0,982,998,998,43258.3,0
0,982,999,999,3503.77,0
